"year","site","state","sex","race","mortality","incidence","population"
2002,"Oral Cavity and Pharynx","maine","Female","Black",0,0,4305
2002,"Oral Cavity and Pharynx","maine","Female","Hispanic",0,0,5331
2002,"Oral Cavity and Pharynx","maine","Female","White",0,52,650400
2002,"Oral Cavity and Pharynx","maine","Male","Black",0,0,5748
2002,"Oral Cavity and Pharynx","maine","Male","Hispanic",0,0,5548
2002,"Oral Cavity and Pharynx","maine","Male","White",27.8,126,617686
2002,"Oral Cavity and Pharynx","maryland","Female","Black",0,0,845477
2002,"Oral Cavity and Pharynx","maryland","Female","Hispanic",0,0,125898
2002,"Oral Cavity and Pharynx","maryland","Female","White",45.59,0,1823458
2002,"Oral Cavity and Pharynx","maryland","Male","Black",32.71,0,743503
2002,"Oral Cavity and Pharynx","maryland","Male","Hispanic",0,0,137187
2002,"Oral Cavity and Pharynx","maryland","Male","White",63.23,0,1756310
2002,"Oral Cavity and Pharynx","massachusetts","Female","Black",0,0,229831
2002,"Oral Cavity and Pharynx","massachusetts","Female","Hispanic",0,0,234925
2002,"Oral Cavity and Pharynx","massachusetts","Female","White",49.75,227,2926363
2002,"Oral Cavity and Pharynx","massachusetts","Male","Black",0,29,214120
2002,"Oral Cavity and Pharynx","massachusetts","Male","Hispanic",0,0,231057
2002,"Oral Cavity and Pharynx","massachusetts","Male","White",120.13,446,2730223
2002,"Oral Cavity and Pharynx","michigan","Female","Black",0,35,780895
2002,"Oral Cavity and Pharynx","michigan","Female","Hispanic",0,0,166548
2002,"Oral Cavity and Pharynx","michigan","Female","White",75.34,333,4185289
2002,"Oral Cavity and Pharynx","michigan","Male","Black",35.24,101,704796
2002,"Oral Cavity and Pharynx","michigan","Male","Hispanic",0,0,186464
2002,"Oral Cavity and Pharynx","michigan","Male","White",134.64,669,4079993
2002,"Oral Cavity and Pharynx","minnesota","Female","Black",0,0,104008
2002,"Oral Cavity and Pharynx","minnesota","Female","Hispanic",0,0,74529
2002,"Oral Cavity and Pharynx","minnesota","Female","White",43.91,187,2311232
2002,"Oral Cavity and Pharynx","minnesota","Male","Black",0,0,111251
2002,"Oral Cavity and Pharynx","minnesota","Male","Hispanic",0,0,88413
2002,"Oral Cavity and Pharynx","minnesota","Male","White",76.98,320,2263975
2002,"Oral Cavity and Pharynx","mississippi","Female","Black",0,0,560103
2002,"Oral Cavity and Pharynx","mississippi","Female","Hispanic",0,0,18657
2002,"Oral Cavity and Pharynx","mississippi","Female","White",19.82,0,900922
2002,"Oral Cavity and Pharynx","mississippi","Male","Black",26.84,0,497010
2002,"Oral Cavity and Pharynx","mississippi","Male","Hispanic",0,0,25515
2002,"Oral Cavity and Pharynx","mississippi","Male","White",40.23,0,874478
2002,"Oral Cavity and Pharynx","missouri","Female","Black",0,0,353599
2002,"Oral Cavity and Pharynx","missouri","Female","Hispanic",0,0,63450
2002,"Oral Cavity and Pharynx","missouri","Female","White",45.06,165,2503205
2002,"Oral Cavity and Pharynx","missouri","Male","Black",0,50,314181
2002,"Oral Cavity and Pharynx","missouri","Male","Hispanic",0,0,70807
2002,"Oral Cavity and Pharynx","missouri","Male","White",84.07,409,2402045
2002,"Oral Cavity and Pharynx","montana","Female","Black",0,0,1958
2002,"Oral Cavity and Pharynx","montana","Female","Hispanic",0,0,9921
2002,"Oral Cavity and Pharynx","montana","Female","White",0,34,420694
2002,"Oral Cavity and Pharynx","montana","Male","Black",0,0,2736
2002,"Oral Cavity and Pharynx","montana","Male","Hispanic",0,0,10167
2002,"Oral Cavity and Pharynx","montana","Male","White",0,79,418187
2002,"Oral Cavity and Pharynx","nebraska","Female","Black",0,0,39361
2002,"Oral Cavity and Pharynx","nebraska","Female","Hispanic",0,0,49488
2002,"Oral Cavity and Pharynx","nebraska","Female","White",0,75,812704
2002,"Oral Cavity and Pharynx","nebraska","Male","Black",0,0,38530
2002,"Oral Cavity and Pharynx","nebraska","Male","Hispanic",0,0,58915
2002,"Oral Cavity and Pharynx","nebraska","Male","White",22.2,112,792716
2002,"Oral Cavity and Pharynx","nevada","Female","Black",0,0,84329
2002,"Oral Cavity and Pharynx","nevada","Female","Hispanic",0,0,218421
2002,"Oral Cavity and Pharynx","nevada","Female","White",16.05,46,891545
2002,"Oral Cavity and Pharynx","nevada","Male","Black",0,0,85796
2002,"Oral Cavity and Pharynx","nevada","Male","Hispanic",0,0,248095
2002,"Oral Cavity and Pharynx","nevada","Male","White",47.92,159,939616
2002,"Oral Cavity and Pharynx","new england","Female","Black",0,20,464088
2002,"Oral Cavity and Pharynx","new england","Female","Hispanic",0,16,479710
2002,"Oral Cavity and Pharynx","new england","Female","White",117.85,484,6547342
2002,"Oral Cavity and Pharynx","new england","Male","Black",0,54,434557
2002,"Oral Cavity and Pharynx","new england","Male","Hispanic",0,22,477538
2002,"Oral Cavity and Pharynx","new england","Male","White",265.03,1006,6163524
2002,"Oral Cavity and Pharynx","new hampshire","Female","Black",0,0,5894
2002,"Oral Cavity and Pharynx","new hampshire","Female","Hispanic",0,0,11866
2002,"Oral Cavity and Pharynx","new hampshire","Female","White",20.11,46,628505
2002,"Oral Cavity and Pharynx","new hampshire","Male","Black",0,0,7233
2002,"Oral Cavity and Pharynx","new hampshire","Male","Hispanic",0,0,12628
2002,"Oral Cavity and Pharynx","new hampshire","Male","White",29.82,92,608497
2002,"Oral Cavity and Pharynx","new jersey","Female","Black",0,36,669104
2002,"Oral Cavity and Pharynx","new jersey","Female","Hispanic",0,19,597203
2002,"Oral Cavity and Pharynx","new jersey","Female","White",61.75,241,3430658
2002,"Oral Cavity and Pharynx","new jersey","Male","Black",28.27,77,601492
2002,"Oral Cavity and Pharynx","new jersey","Male","Hispanic",0,40,616133
2002,"Oral Cavity and Pharynx","new jersey","Male","White",104.49,483,3265263
2002,"Oral Cavity and Pharynx","new mexico","Female","Black",0,0,22262
2002,"Oral Cavity and Pharynx","new mexico","Female","Hispanic",0,0,400802
2002,"Oral Cavity and Pharynx","new mexico","Female","White",0,57,806375
2002,"Oral Cavity and Pharynx","new mexico","Male","Black",0,0,24425
2002,"Oral Cavity and Pharynx","new mexico","Male","Hispanic",0,30,394914
2002,"Oral Cavity and Pharynx","new mexico","Male","White",22.67,120,781734
2002,"Oral Cavity and Pharynx","new york","Female","Black",22.32,100,1860186
2002,"Oral Cavity and Pharynx","new york","Female","Hispanic",0,57,1516740
2002,"Oral Cavity and Pharynx","new york","Female","White",132.45,542,7358340
2002,"Oral Cavity and Pharynx","new york","Male","Black",57.63,192,1600709
2002,"Oral Cavity and Pharynx","new york","Male","Hispanic",23.67,123,1479134
2002,"Oral Cavity and Pharynx","new york","Male","White",223.26,1019,6976826
2002,"Oral Cavity and Pharynx","north carolina","Female","Black",0,44,971694
2002,"Oral Cavity and Pharynx","north carolina","Female","Hispanic",0,0,185716
2002,"Oral Cavity and Pharynx","north carolina","Female","White",65.74,231,3130705
2002,"Oral Cavity and Pharynx","north carolina","Male","Black",39.91,134,867504
2002,"Oral Cavity and Pharynx","north carolina","Male","Hispanic",0,0,265682
2002,"Oral Cavity and Pharynx","north carolina","Male","White",114.24,452,3087701
2002,"Oral Cavity and Pharynx","north dakota","Female","Black",0,0,2186
2002,"Oral Cavity and Pharynx","north dakota","Female","Hispanic",0,0,4077
2002,"Oral Cavity and Pharynx","north dakota","Female","White",0,30,296072
2002,"Oral Cavity and Pharynx","north dakota","Male","Black",0,0,3123
2002,"Oral Cavity and Pharynx","north dakota","Male","Hispanic",0,0,4616
2002,"Oral Cavity and Pharynx","north dakota","Male","White",0,61,294791
2002,"Oral Cavity and Pharynx","ohio","Female","Black",0,23,730432
2002,"Oral Cavity and Pharynx","ohio","Female","Hispanic",0,0,113487
2002,"Oral Cavity and Pharynx","ohio","Female","White",90.54,294,5030104
2002,"Oral Cavity and Pharynx","ohio","Male","Black",29.02,74,659633
2002,"Oral Cavity and Pharynx","ohio","Male","Hispanic",0,0,122825
2002,"Oral Cavity and Pharynx","ohio","Male","White",186.94,646,4793211
2002,"Oral Cavity and Pharynx","oklahoma","Female","Black",0,0,144924
2002,"Oral Cavity and Pharynx","oklahoma","Female","Hispanic",0,0,93499
2002,"Oral Cavity and Pharynx","oklahoma","Female","White",24.35,101,1432123
2002,"Oral Cavity and Pharynx","oklahoma","Male","Black",0,0,141978
2002,"Oral Cavity and Pharynx","oklahoma","Male","Hispanic",0,0,109911
2002,"Oral Cavity and Pharynx","oklahoma","Male","White",54.32,252,1392870
2002,"Oral Cavity and Pharynx","oregon","Female","Black",0,0,35292
2002,"Oral Cavity and Pharynx","oregon","Female","Hispanic",0,0,140102
2002,"Oral Cavity and Pharynx","oregon","Female","White",37.7,132,1639127
2002,"Oral Cavity and Pharynx","oregon","Male","Black",0,0,39641
2002,"Oral Cavity and Pharynx","oregon","Male","Hispanic",0,0,171479
2002,"Oral Cavity and Pharynx","oregon","Male","White",59.8,241,1616137
2002,"Oral Cavity and Pharynx","pennsylvania","Female","Black",0,54,693953
2002,"Oral Cavity and Pharynx","pennsylvania","Female","Hispanic",0,0,210642
2002,"Oral Cavity and Pharynx","pennsylvania","Female","White",99.43,396,5523645
2002,"Oral Cavity and Pharynx","pennsylvania","Male","Black",34.31,110,623821
2002,"Oral Cavity and Pharynx","pennsylvania","Male","Hispanic",0,0,222473
2002,"Oral Cavity and Pharynx","pennsylvania","Male","White",197.58,824,5199597
2002,"Oral Cavity and Pharynx","rhode island","Female","Black",0,0,34581
2002,"Oral Cavity and Pharynx","rhode island","Female","Hispanic",0,0,51525
2002,"Oral Cavity and Pharynx","rhode island","Female","White",0,33,500642
2002,"Oral Cavity and Pharynx","rhode island","Male","Black",0,0,34056
2002,"Oral Cavity and Pharynx","rhode island","Male","Hispanic",0,0,50577
2002,"Oral Cavity and Pharynx","rhode island","Male","White",18.97,67,462612
2002,"Oral Cavity and Pharynx","south carolina","Female","Black",0,34,650659
2002,"Oral Cavity and Pharynx","south carolina","Female","Hispanic",0,0,46363
2002,"Oral Cavity and Pharynx","south carolina","Female","White",21.4,109,1426612
2002,"Oral Cavity and Pharynx","south carolina","Male","Black",37.88,110,573991
2002,"Oral Cavity and Pharynx","south carolina","Male","Hispanic",0,0,66484
2002,"Oral Cavity and Pharynx","south carolina","Male","White",58.43,279,1391090
2002,"Oral Cavity and Pharynx","south dakota","Female","Black",0,0,2824
2002,"Oral Cavity and Pharynx","south dakota","Female","Hispanic",0,0,6047
2002,"Oral Cavity and Pharynx","south dakota","Female","White",0,25,343324
2002,"Oral Cavity and Pharynx","south dakota","Male","Black",0,0,4286
2002,"Oral Cavity and Pharynx","south dakota","Male","Hispanic",0,0,6914
2002,"Oral Cavity and Pharynx","south dakota","Male","White",0,63,337744
2002,"Oral Cavity and Pharynx","tennessee","Female","Black",0,0,517636
2002,"Oral Cavity and Pharynx","tennessee","Female","Hispanic",0,0,60200
2002,"Oral Cavity and Pharynx","tennessee","Female","White",43.25,0,2402586
2002,"Oral Cavity and Pharynx","tennessee","Male","Black",31.88,0,461974
2002,"Oral Cavity and Pharynx","tennessee","Male","Hispanic",0,0,85097
2002,"Oral Cavity and Pharynx","tennessee","Male","White",104.47,0,2321496
2002,"Oral Cavity and Pharynx","texas","Female","Black",0,57,1338670
2002,"Oral Cavity and Pharynx","texas","Female","Hispanic",17.76,69,3552051
2002,"Oral Cavity and Pharynx","texas","Female","White",137.08,481,9138747
2002,"Oral Cavity and Pharynx","texas","Male","Black",52.54,121,1250851
2002,"Oral Cavity and Pharynx","texas","Male","Hispanic",33.37,177,3708314
2002,"Oral Cavity and Pharynx","texas","Male","White",291.95,1260,9123430
2002,"Oral Cavity and Pharynx","utah","Female","Black",0,0,11671
2002,"Oral Cavity and Pharynx","utah","Female","Hispanic",0,0,107453
2002,"Oral Cavity and Pharynx","utah","Female","White",0,54,1102637
2002,"Oral Cavity and Pharynx","utah","Male","Black",0,0,14508
2002,"Oral Cavity and Pharynx","utah","Male","Hispanic",0,0,124063
2002,"Oral Cavity and Pharynx","utah","Male","White",15.53,101,1109635
2002,"Oral Cavity and Pharynx","vermont","Female","Black",0,0,1931
2002,"Oral Cavity and Pharynx","vermont","Female","Hispanic",0,0,2970
2002,"Oral Cavity and Pharynx","vermont","Female","White",0,21,307047
2002,"Oral Cavity and Pharynx","vermont","Male","Black",0,0,2522
2002,"Oral Cavity and Pharynx","vermont","Male","Hispanic",0,0,3067
2002,"Oral Cavity and Pharynx","vermont","Male","White",0,42,296009
2002,"Oral Cavity and Pharynx","virginia","Female","Black",0,0,771286
2002,"Oral Cavity and Pharynx","virginia","Female","Hispanic",0,0,176492
2002,"Oral Cavity and Pharynx","virginia","Female","White",46.81,0,2753494
2002,"Oral Cavity and Pharynx","virginia","Male","Black",34.79,0,710041
2002,"Oral Cavity and Pharynx","virginia","Male","Hispanic",0,0,202962
2002,"Oral Cavity and Pharynx","virginia","Male","White",83.77,0,2702243
2002,"Oral Cavity and Pharynx","washington","Female","Black",0,0,115353
2002,"Oral Cavity and Pharynx","washington","Female","Hispanic",0,0,227037
2002,"Oral Cavity and Pharynx","washington","Female","White",55.59,199,2647211
2002,"Oral Cavity and Pharynx","washington","Male","Black",0,0,130558
2002,"Oral Cavity and Pharynx","washington","Male","Hispanic",0,0,259815
2002,"Oral Cavity and Pharynx","washington","Male","White",105.5,383,2637567
2002,"Oral Cavity and Pharynx","west virginia","Female","Black",0,0,30020
2002,"Oral Cavity and Pharynx","west virginia","Female","Hispanic",0,0,6372
2002,"Oral Cavity and Pharynx","west virginia","Female","White",15.98,70,887691
2002,"Oral Cavity and Pharynx","west virginia","Male","Black",0,0,30892
2002,"Oral Cavity and Pharynx","west virginia","Male","Hispanic",0,0,6989
2002,"Oral Cavity and Pharynx","west virginia","Male","White",47.17,141,842347
2002,"Oral Cavity and Pharynx","wisconsin","Female","Black",0,0,173029
2002,"Oral Cavity and Pharynx","wisconsin","Female","Hispanic",0,0,99438
2002,"Oral Cavity and Pharynx","wisconsin","Female","White",52.43,180,2496901
2002,"Oral Cavity and Pharynx","wisconsin","Male","Black",0,18,162761
2002,"Oral Cavity and Pharynx","wisconsin","Male","Hispanic",0,0,117395
2002,"Oral Cavity and Pharynx","wisconsin","Male","White",93.03,353,2448261
2002,"Oral Cavity and Pharynx","wyoming","Female","Black",0,0,2317
2002,"Oral Cavity and Pharynx","wyoming","Female","Hispanic",0,0,15601
2002,"Oral Cavity and Pharynx","wyoming","Female","White",0,16,237456
2002,"Oral Cavity and Pharynx","wyoming","Male","Black",0,0,2952
2002,"Oral Cavity and Pharynx","wyoming","Male","Hispanic",0,0,16956
2002,"Oral Cavity and Pharynx","wyoming","Male","White",0,30,240436
2002,"Ovary","alabama","Female","Black",46.95,59,634401
2002,"Ovary","alabama","Female","Hispanic",0,0,37902
2002,"Ovary","alabama","Female","White",202.5,315,1646347
2002,"Ovary","alaska","Female","Black",0,0,13587
2002,"Ovary","alaska","Female","Hispanic",0,0,14043
2002,"Ovary","alaska","Female","White",0,25,223310
2002,"Ovary","arizona","Female","Black",0,0,97609
2002,"Ovary","arizona","Female","Hispanic",19.71,58,703911
2002,"Ovary","arizona","Female","White",235.69,354,2404961
2002,"Ovary","arkansas","Female","Black",18.97,0,228609
2002,"Ovary","arkansas","Female","Hispanic",0,0,46133
2002,"Ovary","arkansas","Female","White",130.06,128,1130955
2002,"Ovary","california","Female","Black",70.39,82,1303597
2002,"Ovary","california","Female","Hispanic",188.69,428,5718023
2002,"Ovary","california","Female","White",1328,1994,13690681
2002,"Ovary","colorado","Female","Black",0,0,96663
2002,"Ovary","colorado","Female","Hispanic",0,30,389831
2002,"Ovary","colorado","Female","White",203.89,267,2038921
2002,"Ovary","connecticut","Female","Black",0,0,187546
2002,"Ovary","connecticut","Female","Hispanic",0,0,173093
2002,"Ovary","connecticut","Female","White",173.39,241,1534385
2002,"Ovary","delaware","Female","Black",0,0,86947
2002,"Ovary","delaware","Female","Hispanic",0,0,19796
2002,"Ovary","delaware","Female","White",30.85,55,314803
2002,"Ovary","district of columbia","Female","Black",19.05,28,184979
2002,"Ovary","district of columbia","Female","Hispanic",0,0,21775
2002,"Ovary","district of columbia","Female","White",0,0,101921
2002,"Ovary","florida","Female","Black",76.08,121,1358572
2002,"Ovary","florida","Female","Hispanic",82.24,0,1495301
2002,"Ovary","florida","Female","White",930.02,1355,6940466
2002,"Ovary","georgia","Female","Black",72.22,117,1337363
2002,"Ovary","georgia","Female","Hispanic",0,0,216042
2002,"Ovary","georgia","Female","White",279.92,428,2885722
2002,"Ovary","hawaii","Female","Black",0,0,14517
2002,"Ovary","hawaii","Female","Hispanic",0,0,43987
2002,"Ovary","hawaii","Female","White",17.06,22,139864
2002,"Ovary","idaho","Female","Black",0,0,3958
2002,"Ovary","idaho","Female","Hispanic",0,0,52627
2002,"Ovary","idaho","Female","White",60.88,77,647689
2002,"Ovary","illinois","Female","Black",58.08,93,1037157
2002,"Ovary","illinois","Female","Hispanic",24.25,43,782141
2002,"Ovary","illinois","Female","White",550.75,803,5099493
2002,"Ovary","indiana","Female","Black",16.97,16,287579
2002,"Ovary","indiana","Female","Hispanic",0,0,110019
2002,"Ovary","indiana","Female","White",338.37,398,2796420
2002,"Ovary","iowa","Female","Black",0,0,35292
2002,"Ovary","iowa","Female","Hispanic",0,0,42998
2002,"Ovary","iowa","Female","White",188.89,220,1431015
2002,"Ovary","kansas","Female","Black",0,0,85398
2002,"Ovary","kansas","Female","Hispanic",0,0,95374
2002,"Ovary","kansas","Female","White",142.56,194,1239654
2002,"Ovary","kentucky","Female","Black",0,18,161265
2002,"Ovary","kentucky","Female","Hispanic",0,0,28368
2002,"Ovary","kentucky","Female","White",211.1,282,1901762
2002,"Ovary","louisiana","Female","Black",40.69,69,782468
2002,"Ovary","louisiana","Female","Hispanic",0,0,56642
2002,"Ovary","louisiana","Female","White",147.73,228,1477307
2002,"Ovary","maine","Female","Black",0,0,4305
2002,"Ovary","maine","Female","Hispanic",0,0,5331
2002,"Ovary","maine","Female","White",91.71,96,650400
2002,"Ovary","maryland","Female","Black",52.42,0,845477
2002,"Ovary","maryland","Female","Hispanic",0,0,125898
2002,"Ovary","maryland","Female","White",216.99,0,1823458
2002,"Ovary","massachusetts","Female","Black",0,0,229831
2002,"Ovary","massachusetts","Female","Hispanic",0,0,234925
2002,"Ovary","massachusetts","Female","White",368.72,524,2926363
2002,"Ovary","michigan","Female","Black",43.73,73,780895
2002,"Ovary","michigan","Female","Hispanic",0,0,166548
2002,"Ovary","michigan","Female","White",493.86,680,4185289
2002,"Ovary","minnesota","Female","Black",0,0,104008
2002,"Ovary","minnesota","Female","Hispanic",0,0,74529
2002,"Ovary","minnesota","Female","White",235.75,340,2311232
2002,"Ovary","mississippi","Female","Black",44.25,0,560103
2002,"Ovary","mississippi","Female","Hispanic",0,0,18657
2002,"Ovary","mississippi","Female","White",91.89,0,900922
2002,"Ovary","missouri","Female","Black",18.03,25,353599
2002,"Ovary","missouri","Female","Hispanic",0,0,63450
2002,"Ovary","missouri","Female","White",280.36,393,2503205
2002,"Ovary","montana","Female","Black",0,0,1958
2002,"Ovary","montana","Female","Hispanic",0,0,9921
2002,"Ovary","montana","Female","White",63.95,83,420694
2002,"Ovary","nebraska","Female","Black",0,0,39361
2002,"Ovary","nebraska","Female","Hispanic",0,0,49488
2002,"Ovary","nebraska","Female","White",89.4,116,812704
2002,"Ovary","nevada","Female","Black",0,0,84329
2002,"Ovary","nevada","Female","Hispanic",0,0,218421
2002,"Ovary","nevada","Female","White",90.05,147,891545
2002,"Ovary","new england","Female","Black",20.88,28,464088
